Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
22550,1.11,Premium,G,VS2,60.4,58.0,6.76,6.72,4.07,6445
1201,0.53,Ideal,H,SI1,62.5,56.0,5.15,5.19,3.23,1236
21824,0.78,Premium,E,VS2,62.8,60.0,5.86,5.79,3.66,3494
24510,2.13,Ideal,H,SI2,61.8,57.0,8.21,8.25,5.09,15288
12089,0.71,Good,E,SI2,58.7,61.0,5.73,5.78,3.38,2226
5154,1.04,Premium,G,VVS1,58.2,60.0,6.71,6.66,3.89,6890
18634,0.32,Ideal,D,SI1,62.8,56.0,4.35,4.34,2.73,756
974,1.5,Good,G,SI1,59.7,65.0,7.46,7.34,4.42,9954
18627,2.21,Ideal,G,SI2,60.1,60.0,8.47,8.53,5.11,15948
11639,0.71,Ideal,E,VS2,62.5,56.0,5.69,5.71,3.56,3304
9063,0.3,Good,E,VVS1,,63.0,4.24,4.26,2.6,739
2308,0.31,Ideal,F,VS2,61.1,56.0,4.35,4.39,2.67,640
18053,1.22,Premium,D,SI2,61.9,60.0,6.88,6.82,4.24,6969
24679,2.05,Ideal,J,SI2,61.6,55.0,8.18,8.11,5.02,12654
13318,1.04,Premium,H,VS2,62.7,61.0,6.48,6.44,4.05,5416
8757,0.4,Good,H,SI2,63.8,57.0,4.7,4.67,2.99,720
18506,1.08,Ideal,E,VVS1,61.5,58.0,6.57,6.64,4.06,13994
23808,0.31,Premium,E,VVS2,61.3,60.0,4.35,4.33,2.66,1046
14195,0.3,Ideal,G,VS1,61.7,57.0,4.32,4.3,2.66,776
25679,0.38,Very Good,G,VVS2,61.5,57.0,4.66,4.68,2.87,853
4617,0.53,Ideal,F,VS1,61.8,56.0,5.22,5.2,3.22,1908
14260,0.31,Ideal,G,VS1,61.5,54.0,4.39,4.43,2.71,658
23262,0.31,Premium,F,VS2,61.2,58.0,4.37,4.35,2.67,802
12996,0.5,Premium,F,VVS2,62.3,58.0,5.11,5.06,3.17,2160
11327,0.48,Ideal,I,SI1,62.5,54.0,5.04,5.07,3.16,841
15784,1.06,Ideal,I,VVS2,62.2,55.0,6.51,6.55,4.06,6069
19982,0.3,Ideal,E,VVS2,61.7,53.8,4.31,4.34,2.67,779
4165,0.5,Very Good,E,VS2,61.8,58.0,5.05,5.11,3.14,1624
18337,0.91,Ideal,J,VS1,60.7,57.0,6.23,6.26,3.79,3267
6769,2.03,Premium,J,SI2,60.4,59.0,8.15,8.12,4.91,9435
20949,1.1,Very Good,I,VS2,61.8,58.0,6.59,6.62,4.08,5524
1064,1.5,Very Good,H,VS2,60.9,59.0,7.37,7.43,4.51,10023
6545,0.41,Ideal,F,VVS1,62.3,55.0,4.79,4.74,2.97,1356
3946,1.0,Very Good,G,VS2,60.0,55.0,6.41,6.52,3.88,5385
19798,0.54,Very Good,G,SI1,63.2,58.0,5.15,5.16,3.26,1392
17938,0.28,Very Good,F,IF,59.8,56.0,4.27,4.29,2.56,787
9539,0.9,Very Good,I,VS1,63.3,59.0,6.1,6.06,3.85,3580
7730,1.27,Ideal,D,SI1,62.1,55.0,6.92,6.96,4.31,8256
25006,1.01,Very Good,G,VS1,60.5,60.0,6.44,6.52,3.92,6239
20092,1.11,Premium,G,SI1,60.1,60.0,6.73,6.68,4.03,5281
15457,1.27,Very Good,H,SI1,62.3,58.0,6.87,6.94,4.3,7125
10952,1.5,Good,H,SI2,64.2,56.0,7.26,7.2,4.64,7291
8512,0.33,Very Good,D,VS2,62.5,59.0,4.39,4.41,2.75,681
8143,0.41,Premium,H,VVS1,60.4,58.0,4.85,4.79,2.91,1115
14625,1.09,Very Good,E,SI2,60.9,59.0,6.61,6.75,4.07,5035
16943,0.3,Premium,E,VS2,62.4,59.0,4.26,4.3,2.67,658
13746,0.9,Good,G,VS1,63.9,60.0,6.14,6.09,3.91,4401
26921,0.9,Premium,E,SI1,62.7,60.0,6.13,6.03,3.81,4443
24090,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,12554
9075,1.11,Very Good,I,SI2,63.7,58.0,6.57,6.53,4.17,3882
6731,0.32,Ideal,G,VS1,62.3,56.0,4.37,4.39,2.73,645
2586,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
291,0.77,Good,H,SI1,63.0,65.0,5.82,5.74,3.64,2393
22205,0.8,Ideal,E,SI2,60.9,57.0,6.0,6.03,3.66,3251
11800,0.38,Ideal,F,VVS1,61.1,57.0,4.71,4.69,2.87,1160
7923,1.06,Ideal,D,SI1,62.7,54.0,6.55,6.52,4.1,6055
4750,0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94,905
2929,1.21,Very Good,H,VS1,62.0,58.0,6.76,6.91,4.24,7279
4795,0.31,Premium,E,VVS2,61.4,58.0,4.33,4.36,2.67,816
23534,1.17,Good,J,SI1,63.9,55.0,6.66,6.73,4.28,4054
13296,1.01,Good,F,VS2,63.1,60.0,6.29,6.39,4.0,6159
11740,0.72,Very Good,G,SI1,62.4,59.0,5.67,5.7,3.55,2482
14238,0.37,Ideal,E,VS2,,56.0,4.59,4.56,2.85,1041
6533,1.61,Very Good,G,SI1,,56.0,7.44,7.54,4.69,12028
16579,1.01,Premium,H,SI1,62.1,60.0,6.43,6.39,3.98,4439
19647,0.52,Very Good,F,VS2,62.4,57.0,5.12,5.13,3.2,1607
16812,0.31,Ideal,D,SI1,61.2,55.0,4.37,4.49,2.71,571
5962,0.91,Ideal,G,SI1,62.5,56.0,6.19,6.22,3.88,4673
20509,0.32,Premium,H,VVS2,61.6,55.0,4.44,4.42,2.73,828
26188,0.34,Premium,F,VS2,62.6,59.0,4.48,4.44,2.79,880
24262,2.07,Ideal,J,VVS2,62.7,54.0,8.17,8.12,5.11,16769
3031,0.3,Fair,E,VS2,66.7,59.0,4.23,4.05,2.78,630
19599,0.34,Ideal,G,VVS1,62.1,57.0,4.47,4.45,2.77,956
7474,0.7,Ideal,G,VS2,61.9,56.0,5.68,5.7,3.52,3253
3177,0.52,Very Good,E,SI1,62.7,57.0,5.1,5.14,3.21,1389
4848,0.44,Ideal,G,IF,61.6,55.0,4.9,4.93,3.03,2506
20309,0.54,Ideal,E,SI1,61.7,56.0,5.27,5.24,3.24,1571
3606,0.42,Ideal,G,VS2,61.8,56.0,4.81,4.84,2.98,847
7549,0.57,Premium,E,SI2,61.2,57.0,5.35,5.31,3.26,1414
15820,0.5,Very Good,E,SI1,63.3,57.0,5.01,4.94,3.15,1374
19207,0.32,Ideal,F,IF,61.9,55.0,4.38,4.44,2.73,915
14604,1.0,Good,J,VVS1,63.5,59.0,6.29,6.34,4.01,4633
9162,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
20532,0.71,Very Good,E,VS2,59.9,59.0,5.79,5.83,3.48,3053
2138,0.7,Good,I,VS1,63.2,55.0,5.58,5.63,3.54,2274
749,1.1,Very Good,G,VS1,60.3,62.0,6.72,6.67,4.04,6951
10175,1.06,Ideal,H,SI2,62.8,57.0,6.57,6.49,4.1,4452
3734,0.9,Good,E,SI1,59.8,64.0,6.14,6.21,3.69,4229
15935,0.8,Very Good,F,SI1,63.1,58.0,5.89,5.93,3.73,3093
2456,0.58,Ideal,H,IF,61.6,57.0,5.34,5.37,3.3,2211
23926,0.64,Very Good,H,VVS2,60.0,59.0,5.59,5.65,3.37,2060
22859,0.56,Very Good,G,VS2,62.5,57.0,5.25,5.28,3.29,1580
12640,0.71,Premium,D,SI2,61.7,59.0,5.67,5.71,3.51,2743
2784,1.01,Premium,H,VS1,62.1,62.0,6.36,6.32,3.94,5826
3814,0.3,Ideal,D,VS2,61.8,55.0,4.32,4.35,2.68,606
16156,0.61,Ideal,F,VS2,62.4,55.0,5.42,5.45,3.39,2002
26372,1.18,Premium,H,SI1,60.1,60.0,6.89,6.75,4.1,4746
22267,0.52,Ideal,G,VS1,62.4,55.1,5.11,5.15,3.2,1758
20569,0.4,Premium,H,VVS1,61.8,58.0,4.72,4.69,2.91,1088
5343,0.79,Ideal,F,SI1,61.3,56.0,5.96,6.01,3.67,3163
21990,0.7,Ideal,E,SI1,62.3,56.0,5.68,5.72,3.55,2575
23359,0.7,Fair,G,VS1,56.2,65.0,5.93,5.88,3.32,2384
21266,0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7,936
23050,0.51,Ideal,D,VS2,61.6,56.0,5.15,5.17,3.18,1787
26964,0.33,Ideal,H,IF,61.9,55.0,4.44,4.42,2.74,1114
5026,0.36,Ideal,F,VS1,60.7,59.0,4.59,4.61,2.79,775
5332,1.2,Fair,H,SI2,64.8,60.0,6.55,6.59,4.26,4916
26012,0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
22046,0.33,Ideal,G,VVS1,62.3,55.0,4.46,4.43,2.77,1114
19223,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.56,4.08,5768
21324,1.03,Ideal,I,SI1,62.2,54.0,6.46,6.5,4.03,4782
9416,1.52,Good,G,VS1,64.0,58.0,7.22,7.18,4.61,13903
9207,0.51,Ideal,H,VS1,61.6,55.0,5.17,5.19,3.19,1668
17712,1.0,Premium,F,SI1,62.8,59.0,6.36,6.32,3.98,4939
9273,0.52,Ideal,E,VS1,61.8,56.0,5.17,5.19,3.2,2275
16379,1.17,Good,G,SI2,63.6,62.0,6.65,6.55,4.2,4010
11599,0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08,1838
14493,0.7,Premium,E,SI2,60.6,59.0,5.76,5.73,3.48,2307
13580,1.01,Good,F,SI1,65.5,58.0,6.11,6.25,4.05,4369
15100,0.37,Ideal,D,SI1,61.5,57.0,4.6,4.63,2.84,681
19356,2.0,Fair,I,SI2,65.9,57.0,7.96,7.79,5.19,10833
10330,1.23,Ideal,H,I1,61.6,55.0,6.92,6.87,4.25,3168
18596,0.9,Good,E,SI1,63.9,57.0,6.05,6.1,3.88,4463
4903,1.51,Good,H,SI2,62.8,60.0,7.22,7.26,4.55,7929
2566,1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18,6350
11222,0.52,Ideal,D,SI1,61.8,57.0,5.14,5.19,3.19,1600
13922,1.01,Very Good,F,VS1,63.7,56.0,6.27,6.33,4.01,7001
17021,1.0,Very Good,F,VVS2,61.4,58.0,6.36,6.41,3.92,8216
20671,1.71,Good,D,SI1,64.1,59.0,7.51,7.46,4.8,14426
12789,0.34,Ideal,I,IF,61.6,54.0,4.5,4.53,2.78,695
13657,0.91,Very Good,G,VVS2,62.1,60.0,6.14,6.19,3.83,4913
21804,1.08,Ideal,D,VS2,61.9,58.0,6.54,6.57,4.06,8481
17452,1.2,Ideal,H,VS1,62.3,54.0,6.78,6.86,4.25,7768
25869,0.42,Ideal,F,VVS1,61.5,56.0,4.85,4.87,2.99,1223
10886,1.07,Premium,F,SI1,61.7,58.0,6.54,6.61,4.06,5042
26423,2.01,Very Good,I,VS2,59.6,60.0,8.13,8.19,4.86,16304
24813,0.73,Ideal,D,SI1,61.2,57.0,5.79,5.81,3.55,2947
24347,1.23,Ideal,H,IF,61.3,57.0,6.87,6.92,4.23,8431
16240,0.31,Ideal,D,SI1,61.4,55.0,4.38,4.35,2.68,732
7017,1.02,Good,D,SI2,63.8,59.0,6.43,6.33,4.07,3909
20775,1.3,Premium,F,SI1,61.1,53.0,7.17,7.04,4.34,8256
1045,0.72,Ideal,H,SI2,61.5,56.0,5.8,5.75,3.55,2131
23814,0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380
16616,0.36,Ideal,E,VVS2,61.8,54.0,4.6,4.62,2.85,928
24106,1.15,Very Good,D,VS1,62.9,54.0,6.72,6.69,4.22,7978
826,0.33,Ideal,D,VS1,61.7,55.0,4.47,4.48,2.76,739
26454,0.32,Premium,H,VS2,62.5,59.0,4.38,4.33,2.72,648
16828,1.5,Fair,E,SI2,66.3,60.0,7.09,7.02,4.68,10080
22244,0.31,Ideal,G,VVS2,,57.0,4.32,4.35,2.72,660
4012,0.5,Good,D,SI1,63.7,56.0,5.05,5.09,3.23,1436
25140,1.0,Fair,F,VS1,65.3,59.0,6.25,6.21,4.07,6397
7217,0.32,Ideal,H,VVS1,61.4,55.0,4.4,4.46,2.72,698
6295,1.0,Premium,G,VS2,63.0,58.0,6.4,6.33,4.01,6048
1848,0.3,Very Good,G,IF,61.4,58.0,4.27,4.33,2.64,774
10414,1.11,Premium,H,VS2,60.9,57.0,6.77,6.69,4.1,5395
21662,1.13,Ideal,E,VVS1,61.5,56.0,6.68,6.71,4.12,11641
10410,1.54,Ideal,F,VS2,61.0,56.0,7.44,7.49,4.55,17029
19099,0.41,Good,I,VVS2,63.9,55.0,4.74,4.71,3.02,1061
13941,0.44,Good,E,SI1,63.4,57.0,4.81,4.85,3.06,756
25064,0.7,Fair,G,I1,65.3,59.0,5.5,5.47,3.58,1138
6432,0.54,Ideal,F,VVS1,61.6,55.0,5.27,5.28,3.25,2951
13513,0.42,Premium,F,VS1,59.9,61.0,4.88,4.84,2.91,1103
10509,0.9,Premium,D,SI1,61.5,60.0,6.19,6.17,3.8,4427
17448,0.31,Premium,E,VVS1,61.5,58.0,4.35,4.37,2.68,924
15111,0.71,Fair,E,SI2,,63.0,5.63,5.51,3.61,2002
19496,0.3,Premium,F,VS2,60.4,58.0,4.33,4.31,2.61,776
14640,1.75,Ideal,H,I1,,54.9,7.75,7.78,4.78,7276
6972,0.77,Ideal,H,VS2,61.3,56.0,5.91,5.94,3.63,3996
24340,1.71,Ideal,H,VS2,62.1,56.0,7.64,7.7,4.76,14017
17252,0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3,1607
25031,0.53,Good,E,VS2,63.7,55.0,5.12,5.15,3.27,1607
22432,1.1,Premium,I,SI1,62.7,58.0,6.58,6.54,4.11,4435
24471,0.62,Premium,J,VS2,,59.0,5.52,5.42,3.35,1253
23196,1.0,Ideal,G,SI2,62.8,57.0,6.37,6.31,3.98,4284
17724,0.3,Ideal,G,VS2,61.3,56.0,4.3,4.28,2.63,675
19582,1.34,Premium,H,SI1,62.4,57.0,7.07,6.96,4.38,6814
16380,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,491
4689,0.7,Premium,E,VS1,62.2,58.0,5.6,5.66,3.5,2800
15067,0.73,Ideal,I,VVS2,61.9,55.0,5.8,5.84,3.6,2513
5188,1.67,Premium,H,SI1,59.4,61.0,7.78,7.73,4.61,11248
1073,3.01,Fair,I,SI2,,56.0,8.99,8.94,5.9,18242
24671,0.56,Ideal,G,VS2,61.2,56.0,5.29,5.33,3.25,1580
11694,0.3,Ideal,E,VVS2,61.3,54.0,4.34,4.37,2.67,837
7122,1.33,Ideal,F,IF,60.2,57.0,7.12,7.17,4.3,18435
23468,1.02,Premium,I,SI1,60.2,60.0,6.45,6.39,3.87,3713
20935,0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,852
11179,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,2695
10111,0.42,Premium,F,VVS2,60.3,59.0,4.83,4.86,2.92,1142
26488,0.84,Very Good,E,SI2,62.1,58.0,6.02,6.09,3.76,3125
11931,0.32,Premium,H,SI1,60.9,60.0,4.4,4.43,2.69,461
271,0.5,Ideal,G,VVS1,62.2,54.0,5.1,5.13,3.18,1883
2013,1.65,Ideal,G,VS2,61.9,57.0,7.65,7.61,4.72,14593
24916,1.01,Very Good,D,SI1,62.9,58.0,6.33,6.38,4.0,5731
20348,0.9,Very Good,G,SI2,59.9,60.0,6.19,6.23,3.72,3581
21320,0.31,Ideal,E,IF,60.9,55.0,4.39,4.41,2.68,987
11380,0.7,Good,F,VS1,62.8,61.0,5.57,5.61,3.51,2810
8959,0.33,Very Good,H,VS2,58.8,62.0,4.49,4.53,2.65,486
5998,1.03,Premium,E,VS1,61.5,58.0,6.55,6.43,3.99,7614
17259,1.62,Very Good,H,VS2,59.6,59.0,7.59,7.67,4.55,11427
23385,0.9,Good,G,SI1,63.1,59.0,6.11,6.15,3.87,3734
2674,0.5,Fair,E,VS1,56.1,64.0,5.31,5.28,2.97,1950
6878,0.29,Very Good,G,VVS1,61.6,56.0,4.24,4.27,2.62,607
8456,0.23,Very Good,E,VVS2,60.6,55.0,4.02,4.07,2.45,478
12079,1.17,Premium,J,SI1,61.9,58.0,6.77,6.73,4.18,4423
1265,0.65,Premium,F,VS2,59.6,58.0,5.65,5.62,3.36,1970
16841,1.23,Good,D,SI2,60.5,64.0,6.94,6.88,4.18,5689
8691,0.56,Premium,E,SI2,62.6,59.0,5.2,5.24,3.27,1206
6833,0.53,Very Good,D,VS2,63.2,56.0,5.1,5.15,3.24,1601
25701,0.51,Ideal,F,VS2,61.9,55.0,5.11,5.15,3.18,1591
3881,1.51,Ideal,E,VS2,61.1,57.0,7.43,7.41,4.53,13157
9100,0.71,Very Good,G,SI1,62.9,56.0,5.68,5.73,3.59,2184
5804,0.41,Premium,G,VVS1,61.0,61.0,4.75,4.72,2.89,1230
7735,0.4,Premium,F,SI1,62.3,60.0,4.7,4.74,2.94,737
15952,0.42,Premium,F,SI1,60.8,58.0,4.83,4.87,2.95,773
20475,0.4,Ideal,G,SI1,62.3,54.0,4.74,4.77,2.96,741
24422,1.21,Premium,F,VS1,61.9,58.0,6.82,6.76,4.2,10245
3787,0.66,Very Good,F,SI2,61.6,54.0,5.62,5.64,3.47,1311
11967,0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398
12248,1.56,Premium,H,SI1,61.9,59.0,7.46,7.4,4.6,10990
2717,0.33,Ideal,H,VS1,62.6,56.0,4.39,4.42,2.75,610
16708,0.53,Very Good,G,SI1,61.6,57.0,5.18,5.21,3.2,1336
969,1.04,Ideal,D,VS1,61.6,57.0,6.52,6.56,4.03,10709
7594,0.32,Ideal,D,SI2,62.4,54.0,4.4,4.38,2.74,612
7729,0.72,Good,J,SI1,60.1,64.0,5.75,5.83,3.48,1547
23872,0.7,Very Good,D,SI1,63.7,59.0,5.59,5.65,3.58,2210
22383,0.38,Ideal,F,SI1,61.8,55.0,4.66,4.69,2.89,640
7776,0.3,Premium,E,SI1,59.5,58.0,4.39,4.42,2.62,526
10478,1.01,Good,F,VVS2,65.9,54.0,6.18,6.27,4.1,7001
18265,1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,7063
9804,0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1273
8774,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6215
23315,1.0,Ideal,F,SI2,62.4,57.0,6.37,6.42,3.99,5798
2083,0.7,Very Good,G,VVS2,63.3,59.0,5.59,5.62,3.55,2905
21087,1.08,Premium,G,VS2,62.4,57.0,6.56,6.49,4.07,6532
26085,0.81,Premium,I,VVS2,61.9,60.0,5.91,5.86,3.64,2795
18376,0.4,Ideal,E,SI1,62.5,57.0,4.74,4.7,2.95,907
11012,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2351
17530,0.46,Ideal,I,VS2,62.2,56.0,4.96,4.9,3.07,1073
10409,0.95,Very Good,D,SI2,60.1,61.0,6.35,6.37,3.82,4418
9310,1.51,Ideal,D,VS2,62.1,58.0,7.32,7.34,4.55,15821
26607,0.37,Very Good,E,VVS2,61.2,55.0,4.63,4.68,2.85,779
5144,1.28,Very Good,F,SI1,63.0,56.0,6.9,7.03,4.39,6566
26785,1.01,Fair,G,SI2,58.7,67.0,6.52,6.56,3.84,3816
26323,1.16,Ideal,G,SI2,61.3,55.0,6.79,6.84,4.18,4425
3021,2.05,Very Good,H,VS2,63.5,62.0,8.05,7.91,5.07,15701
21707,1.51,Very Good,H,SI2,62.3,58.0,7.31,7.35,4.57,9107
11577,0.31,Ideal,E,VVS1,61.7,56.0,4.36,4.33,2.68,988
10426,0.59,Ideal,E,VS1,62.3,56.0,5.4,5.38,3.36,2294
10343,1.2,Ideal,G,SI1,61.2,56.0,6.92,6.84,4.21,6502
26448,1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,7699
3826,0.34,Very Good,G,SI1,61.5,56.0,4.45,4.52,2.76,507
23937,0.9,Premium,F,SI1,61.2,59.0,6.19,6.16,3.78,4158
20102,0.9,Very Good,I,VS2,62.1,61.0,6.08,6.12,3.79,3535
15371,0.7,Very Good,F,SI2,56.9,62.0,5.87,5.9,3.35,2177
20901,0.7,Very Good,D,VS2,63.0,56.0,5.61,5.69,3.56,2960
3800,0.24,Very Good,F,VS2,62.4,58.0,3.98,4.0,2.49,419
24355,0.31,Ideal,D,VS1,62.0,57.0,4.33,4.35,2.69,673
22020,0.3,Very Good,F,VS2,63.4,59.0,4.25,4.23,2.69,725
2900,0.34,Ideal,F,VS1,62.1,57.0,4.49,4.53,2.8,745
11742,1.27,Very Good,F,SI2,61.0,61.0,6.95,7.01,4.26,5330
11560,1.01,Premium,E,VS2,60.9,58.0,6.53,6.47,3.96,7522
3962,0.4,Premium,E,SI2,61.4,59.0,4.7,4.75,2.9,666
26633,1.06,Very Good,H,VS2,62.4,56.0,6.49,6.56,4.07,5480
22271,1.24,Ideal,H,VVS1,62.3,54.0,6.88,6.9,4.29,8489
20410,2.09,Premium,G,SI2,59.8,59.0,8.37,8.32,4.99,14024
5182,0.71,Ideal,H,VS2,61.4,57.0,5.71,5.75,3.52,2522
13500,1.2,Premium,E,SI1,61.8,56.0,6.82,6.75,4.19,6653
17775,0.82,Ideal,G,VVS2,62.1,56.0,5.97,6.01,3.72,4130
17862,0.54,Very Good,D,VS2,60.6,58.0,5.26,5.3,3.2,1892
453,0.53,Premium,E,SI1,61.8,60.0,5.21,5.18,3.21,2099
7794,0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1754
13129,0.36,Premium,F,VS2,58.5,58.0,4.69,4.65,2.73,869
19764,0.7,Ideal,F,VS1,61.5,55.0,5.73,5.75,3.53,3261
18380,1.19,Ideal,H,VS2,62.0,54.0,6.79,6.83,4.22,7633
10305,1.5,Very Good,E,SI1,64.0,58.0,7.21,7.23,4.62,11194
24094,1.72,Premium,I,VVS2,62.7,58.0,7.6,7.54,4.75,12509
13444,0.34,Ideal,G,VS2,61.5,56.0,4.5,4.47,2.76,765
14024,1.33,Premium,G,SI2,63.0,59.0,7.0,6.97,4.4,6480
1381,0.27,Ideal,H,VS1,61.6,56.0,4.16,4.19,2.57,480
26778,0.43,Ideal,H,SI1,62.5,57.0,4.79,4.84,3.01,716
18363,0.41,Premium,E,SI1,62.3,56.0,4.78,4.76,2.97,1059
20535,1.93,Premium,H,VS1,60.5,60.0,7.98,8.06,4.85,16941
255,0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71,921
9702,0.54,Premium,F,SI1,61.8,60.0,5.2,5.22,3.22,1237
11880,0.81,Very Good,G,VVS2,63.5,55.0,5.9,5.94,3.76,3981
24621,0.3,Premium,F,VVS1,62.0,59.0,4.24,4.28,2.64,868
7248,0.78,Very Good,F,SI2,58.3,62.0,6.04,6.11,3.54,2477
1542,0.23,Fair,G,VVS2,61.4,66.0,3.87,3.91,2.39,369
14369,0.51,Ideal,F,VS2,61.7,56.0,5.13,5.15,3.17,1660
5801,2.28,Premium,J,VS1,60.3,58.0,8.58,8.53,5.16,16174
12646,0.32,Ideal,G,VS2,62.1,56.0,4.4,4.36,2.72,672
21539,0.41,Ideal,F,VVS2,61.8,55.0,4.77,4.81,2.96,1044
22757,0.51,Ideal,D,SI2,62.8,57.0,5.12,5.1,3.21,1359
12505,1.54,Fair,F,SI2,64.4,60.0,7.26,7.16,4.64,7848
10054,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1306
10810,0.51,Ideal,J,VS2,,57.0,5.04,5.08,3.16,1080
26234,1.02,Very Good,E,I1,60.4,62.0,6.47,6.52,3.92,3455
3529,0.31,Premium,G,VVS1,62.2,59.0,4.3,4.32,2.68,816
23289,0.31,Premium,H,VS2,59.7,61.0,4.42,4.39,2.63,628
9986,0.35,Good,I,SI1,63.6,56.0,4.5,4.53,2.87,472
6146,0.3,Ideal,G,VVS1,62.2,56.0,4.27,4.31,2.67,753
7703,1.25,Very Good,G,VVS1,60.2,58.0,6.97,7.04,4.22,11589
24157,1.01,Fair,E,VS2,66.6,55.0,6.27,6.2,4.15,4525
3470,0.71,Ideal,H,VS1,61.9,56.0,5.7,5.74,3.54,2909
10275,1.5,Very Good,D,VS1,61.2,63.0,7.28,7.32,4.47,16407
16621,0.51,Very Good,G,SI1,60.3,61.0,5.12,5.19,3.11,1220
154,1.01,Premium,E,SI2,61.6,56.0,6.45,6.4,3.96,4751
937,0.46,Ideal,I,VS2,62.3,59.0,4.95,4.91,3.07,952
6952,0.24,Ideal,F,IF,61.6,57.0,3.97,4.0,2.45,678
9975,1.51,Fair,G,VS1,60.8,66.0,7.35,7.25,4.44,12948
5479,0.5,Premium,G,I1,62.2,59.0,5.07,5.03,3.14,1020
13507,1.02,Ideal,E,SI2,62.4,55.0,6.44,6.47,4.03,4398
24582,0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,720
12156,1.01,Fair,G,SI1,66.9,56.0,6.15,6.22,4.14,4102
6523,1.7,Very Good,I,VS1,59.8,59.0,7.7,7.79,4.63,12622
2330,2.05,Very Good,J,VS1,61.4,58.5,8.13,8.16,5.0,16641
9703,1.06,Ideal,F,I1,61.8,55.0,6.55,6.58,4.06,3544
16245,0.25,Ideal,E,VVS1,61.5,55.0,4.09,4.12,2.52,705
19658,2.07,Premium,H,SI2,59.6,60.0,8.3,8.24,4.93,11094
4430,0.73,Ideal,G,SI1,62.0,54.0,5.81,5.84,3.61,2583
5507,0.59,Ideal,G,VS2,62.9,56.0,5.35,5.33,3.36,1622
3551,1.02,Premium,D,SI2,59.5,62.0,6.56,6.52,3.89,4912
14669,2.09,Premium,H,SI2,61.0,60.0,8.28,8.19,5.02,10182
21264,0.81,Premium,D,SI2,61.7,58.0,5.97,5.93,3.67,2994
3192,0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,1970
12703,0.71,Premium,H,SI2,61.5,60.0,5.72,5.7,3.51,1826
22258,0.62,Ideal,E,VS1,60.3,57.0,5.52,5.57,3.35,2492
19022,0.54,Very Good,D,SI1,60.0,59.8,5.3,5.34,3.18,1593
24321,0.42,Very Good,F,VVS1,61.9,58.0,4.77,4.82,2.97,1391
893,1.15,Very Good,H,VS1,62.5,56.0,6.65,6.72,4.18,7040
14106,0.42,Ideal,D,VVS2,62.1,55.0,4.78,4.81,2.98,1326
18754,0.26,Good,D,VVS2,63.6,56.0,4.06,4.09,2.59,564
17968,1.5,Good,I,I1,62.6,63.0,7.19,7.25,4.52,4620
2151,1.01,Good,G,VS1,63.2,61.0,6.33,6.35,4.01,6412
23711,1.52,Very Good,H,SI2,62.8,58.0,7.25,7.3,4.57,8408
1440,1.0,Fair,E,VS2,,64.0,6.59,6.46,3.79,6285
12136,1.66,Very Good,G,VS2,63.2,56.0,7.61,7.49,4.77,15229
5072,0.31,Premium,H,VS1,61.1,59.0,4.35,4.36,2.66,544
12846,0.33,Premium,E,VS2,62.0,60.0,4.46,4.41,2.75,829
2160,0.27,Very Good,E,VS1,62.9,56.0,4.12,4.15,2.6,470
12210,0.4,Very Good,F,SI1,62.3,57.0,4.67,4.74,2.93,737
16191,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
17425,0.31,Very Good,F,VS2,62.8,57.0,4.34,4.36,2.73,625
14097,1.22,Premium,G,SI2,60.5,58.0,6.96,6.92,4.2,5739
16530,0.31,Ideal,D,SI1,60.8,56.0,4.32,4.37,2.64,571
9946,0.44,Ideal,E,VS2,61.5,56.0,4.92,4.9,3.02,1073
